Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Wed Feb 8 2023,7:30p,Indiana Pacers,,Miami Heat,,,,,FTX Arena,
Wed Feb 8 2023,7:30p,San Antonio Spurs,,Toronto Raptors,,,,,Scotiabank Arena,
Wed Feb 8 2023,8:00p,Sacramento Kings,,Houston Rockets,,,,,Toyota Center,
Wed Feb 8 2023,9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,Vivint Arena,
Wed Feb 8 2023,10:00p,Dallas Mavericks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Feb 8 2023,10:00p,Golden State Warriors,,Portland Trail Blazers,,,,,Moda Center,
Thu Feb 9 2023,7:00p,Denver Nuggets,,Orlando Magic,,,,,Amway Center,
Thu Feb 9 2023,7:30p,Phoenix Suns,,Atlanta Hawks,,,,,State Farm Arena,
Thu Feb 9 2023,7:30p,Chicago Bulls,,Brooklyn Nets,,,,,Barclays Center,
Thu Feb 9 2023,10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Fri Feb 10 2023,7:00p,San Antonio Spurs,,Detroit Pistons,,,,,Little Caesars Arena,
Fri Feb 10 2023,7:00p,Phoenix Suns,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Feb 10 2023,7:00p,New York Knicks,,Philadelphia 76ers,,,,,Wells Fargo Center,
Fri Feb 10 2023,7:30p,Charlotte Hornets,,Boston Celtics,,,,,TD Garden,
Fri Feb 10 2023,7:30p,Utah Jazz,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Feb 10 2023,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,,,FedEx Forum,
Fri Feb 10 2023,8:00p,Houston Rockets,,Miami Heat,,,,,FTX Arena,
Fri Feb 10 2023,10:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Feb 10 2023,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,Moda Center,
Fri Feb 10 2023,10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
Fri Feb 10 2023,10:30p,Milwaukee Bucks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Feb 11 2023,6:00p,Philadelphia 76ers,,Brooklyn Nets,,,,,Barclays Center,
Sat Feb 11 2023,7:00p,Denver Nuggets,,Charlotte Hornets,,,,,Spectrum Center,
Sat Feb 11 2023,7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,
Sat Feb 11 2023,7:00p,Indiana Pacers,,Washington Wizards,,,,,Capital One Arena,
Sat Feb 11 2023,7:30p,San Antonio Spurs,,Atlanta Hawks,,,,,State Farm Arena,
Sat Feb 11 2023,7:30p,Utah Jazz,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 11 2023,8:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sat Feb 11 2023,8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,Chase Center,
Sat Feb 11 2023,10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
Sun Feb 12 2023,2:00p,Memphis Grizzlies,,Boston Celtics,,,,,TD Garden,
Sun Feb 12 2023,3:00p,Detroit Pistons,,Toronto Raptors,,,,,Scotiabank Arena,
Mon Feb 13 2023,7:00p,Atlanta Hawks,,Charlotte Hornets,,,,,Spectrum Center,
Mon Feb 13 2023,7:00p,San Antonio Spurs,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Feb 13 2023,7:00p,Utah Jazz,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Feb 13 2023,7:00p,Houston Rockets,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Feb 13 2023,7:30p,Denver Nuggets,,Miami Heat,,,,,FTX Arena,
Mon Feb 13 2023,7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Feb 13 2023,8:00p,Orlando Magic,,Chicago Bulls,,,,,United Center,
Mon Feb 13 2023,8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,,,Paycom Center,
Mon Feb 13 2023,8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,
Mon Feb 13 2023,10:00p,Washington Wizards,,Golden State Warriors,,,,,Chase Center,
Mon Feb 13 2023,10:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,Moda Center,
Tue Feb 14 2023,7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Feb 14 2023,7:30p,Orlando Magic,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Feb 14 2023,9:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,
Tue Feb 14 2023,10:00p,Golden State Warriors,,Los Angeles Clippers,,,,,Crypto.com Arena,
Tue Feb 14 2023,10:00p,Washington Wizards,,Portland Trail Blazers,,,,,Moda Center,
Wed Feb 15 2023,7:00p,San Antonio Spurs,,Charlotte Hornets,,,,,Spectrum Center,
Wed Feb 15 2023,7:00p,Chicago Bulls,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Wed Feb 15 2023,7:00p,Cleveland Cavaliers,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Feb 15 2023,7:30p,New York Knicks,,Atlanta Hawks,,,,,State Farm Arena,
Wed Feb 15 2023,7:30p,Detroit Pistons,,Boston Celtics,,,,,TD Garden,
Wed Feb 15 2023,7:30p,Miami Heat,,Brooklyn Nets,,,,,Barclays Center,
Wed Feb 15 2023,8:00p,Utah Jazz,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Feb 15 2023,8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Feb 15 2023,9:00p,Dallas Mavericks,,Denver Nuggets,,,,,Ball Arena,
Wed Feb 15 2023,10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Feb 16 2023,7:30p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
Thu Feb 16 2023,8:00p,Washington Wizards,,Minnesota Timberwolves,,,,,Target Center,
Thu Feb 16 2023,10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
Thu Feb 23 2023,7:00p,Denver Nuggets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Thu Feb 23 2023,7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Feb 23 2023,7:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
Thu Feb 23 2023,7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,,,Wells Fargo Center,
Thu Feb 23 2023,7:30p,New Orleans Pelicans,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Feb 23 2023,8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
Thu Feb 23 2023,9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
Thu Feb 23 2023,10:00p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Feb 23 2023,10:00p,Portland Trail Blazers,,Sacramento Kings,,,,,Golden 1 Center,
Fri Feb 24 2023,7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
Fri Feb 24 2023,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Feb 24 2023,7:30p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Feb 24 2023,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,Target Center,
Fri Feb 24 2023,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
Fri Feb 24 2023,10:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
Fri Feb 24 2023,10:00p,Houston Rockets,,Golden State Warriors,,,,,Chase Center,
Fri Feb 24 2023,10:30p,Sacramento Kings,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Feb 25 2023,12:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Feb 25 2023,7:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
Sat Feb 25 2023,7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
Sat Feb 25 2023,7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 25 2023,8:00p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
Sat Feb 25 2023,8:30p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
Sat Feb 25 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
Sun Feb 26 2023,1:00p,Phoenix Suns,,Milwaukee Bucks,,,,,Fiserv Forum,
Sun Feb 26 2023,3:00p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
Sun Feb 26 2023,3:30p,Washington Wizards,,Chicago Bulls,,,,,United Center,
Sun Feb 26 2023,3:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
Sun Feb 26 2023,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Feb 26 2023,7:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Feb 26 2023,7:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
Sun Feb 26 2023,9:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,
Sun Feb 26 2023,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
Mon Feb 27 2023,7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
Mon Feb 27 2023,7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Feb 27 2023,7:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Feb 27 2023,8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Feb 28 2023,7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
Tue Feb 28 2023,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,
Tue Feb 28 2023,7:30p,Chicago Bulls,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Feb 28 2023,8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
Tue Feb 28 2023,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Feb 28 2023,8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Feb 28 2023,8:30p,Indiana Pacers,,Dallas Mavericks,,,,,American Airlines Center,
Tue Feb 28 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
Tue Feb 28 2023,10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
Tue Feb 28 2023,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Mar 1 2023,7:00p,Phoenix Suns,,Charlotte Hornets,,,,,Spectrum Center,
Wed Mar 1 2023,7:00p,Chicago Bulls,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Mar 1 2023,7:30p,Cleveland Cavaliers,,Boston Celtics,,,,,TD Garden,
Wed Mar 1 2023,7:30p,Philadelphia 76ers,,Miami Heat,,,,,FTX Arena,
Wed Mar 1 2023,7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Mar 1 2023,8:00p,Memphis Grizzlies,,Houston Rockets,,,,,Toyota Center,
Wed Mar 1 2023,8:00p,Orlando Magic,,Milwaukee Bucks,,,,,Fiserv Forum,
Wed Mar 1 2023,8:00p,Los Angeles Lakers,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Mar 1 2023,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
Thu Mar 2 2023,7:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
Thu Mar 2 2023,7:30p,Philadelphia 76ers,,Dallas Mavericks,,,,,American Airlines Center,
Thu Mar 2 2023,8:30p,Indiana Pacers,,San Antonio Spurs,,,,,AT&T Center,
Thu Mar 2 2023,10:00p,Los Angeles Clippers,,Golden State Warriors,,,,,Chase Center,
Fri Mar 3 2023,7:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
Fri Mar 3 2023,7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,State Farm Arena,
Fri Mar 3 2023,7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,
Fri Mar 3 2023,8:00p,Phoenix Suns,,Chicago Bulls,,,,,United Center,
Fri Mar 3 2023,8:00p,New York Knicks,,Miami Heat,,,,,FTX Arena,
Fri Mar 3 2023,8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
Fri Mar 3 2023,10:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,
Fri Mar 3 2023,10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
Fri Mar 3 2023,10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,Golden 1 Center,
Fri Mar 3 2023,10:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Mar 4 2023,5:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
Sat Mar 4 2023,8:00p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sat Mar 4 2023,8:00p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
Sat Mar 4 2023,8:00p,Houston Rockets,,San Antonio Spurs,,,,,AT&T Center,
Sat Mar 4 2023,8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,Fiserv Forum,
Sat Mar 4 2023,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,
Sun Mar 5 2023,1:00p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,
Sun Mar 5 2023,3:30p,Indiana Pacers,,Chicago Bulls,,,,,United Center,
Sun Mar 5 2023,3:30p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sun Mar 5 2023,6:00p,Charlotte Hornets,,Brooklyn Nets,,,,,Barclays Center,
Sun Mar 5 2023,6:00p,Portland Trail Blazers,,Orlando Magic,,,,,Amway Center,
Sun Mar 5 2023,7:00p,San Antonio Spurs,,Houston Rockets,,,,,Toyota Center,
Sun Mar 5 2023,7:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Mar 5 2023,7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
Sun Mar 5 2023,10:00p,Memphis Grizzlies,,Los Angeles Clippers,,,,,Crypto.com Arena,
Mon Mar 6 2023,7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Mar 6 2023,7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Mar 6 2023,7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
Mon Mar 6 2023,7:30p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
Mon Mar 6 2023,9:00p,Toronto Raptors,,Denver Nuggets,,,,,Ball Arena,
Mon Mar 6 2023,10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,
Tue Mar 7 2023,7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,Little Caesars Arena,
Tue Mar 7 2023,7:00p,Milwaukee Bucks,,Orlando Magic,,,,,Amway Center,
Tue Mar 7 2023,7:30p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,Target Center,
Tue Mar 7 2023,7:30p,Charlotte Hornets,,New York Knicks,,,,,Madison Square Garden (IV),
Tue Mar 7 2023,8:00p,Brooklyn Nets,,Houston Rockets,,,,,Toyota Center,
Tue Mar 7 2023,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Mar 7 2023,8:30p,Utah Jazz,,Dallas Mavericks,,,,,American Airlines Center,
Tue Mar 7 2023,10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Mar 8 2023,7:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,
Wed Mar 8 2023,7:30p,Portland Trail Blazers,,Boston Celtics,,,,,TD Garden,
Wed Mar 8 2023,7:30p,Cleveland Cavaliers,,Miami Heat,,,,,FTX Arena,
Wed Mar 8 2023,7:30p,Dallas Mavericks,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Mar 8 2023,9:00p,Chicago Bulls,,Denver Nuggets,,,,,Ball Arena,
Wed Mar 8 2023,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
Wed Mar 8 2023,10:00p,Toronto Raptors,,Los Angeles Clippers,,,,,Crypto.com Arena,
Thu Mar 9 2023,7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,
Thu Mar 9 2023,7:00p,Houston Rockets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Mar 9 2023,7:00p,Utah Jazz,,Orlando Magic,,,,,Amway Center,
Thu Mar 9 2023,7:30p,Brooklyn Nets,,Milwaukee Bucks,,,,,Fiserv Forum,
Thu Mar 9 2023,10:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,
Thu Mar 9 2023,10:00p,New York Knicks,,Sacramento Kings,,,,,Golden 1 Center,
Fri Mar 10 2023,7:00p,Portland Trail Blazers,,Philadelphia 76ers,,,,,Wells Fargo Center,
Fri Mar 10 2023,7:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,
Fri Mar 10 2023,8:00p,Cleveland Cavaliers,,Miami Heat,,,,,FTX Arena,
Fri Mar 10 2023,8:00p,Brooklyn Nets,,Minnesota Timberwolves,,,,,Target Center,
Fri Mar 10 2023,8:00p,Denver Nuggets,,San Antonio Spurs,,,,,AT&T Center,
Fri Mar 10 2023,10:30p,Toronto Raptors,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Mar 11 2023,4:00p,New York Knicks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Mar 11 2023,7:00p,Utah Jazz,,Charlotte Hornets,,,,,Spectrum Center,
Sat Mar 11 2023,7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Mar 11 2023,7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,
Sat Mar 11 2023,7:30p,Boston Celtics,,Atlanta Hawks,,,,,State Farm Arena,
Sat Mar 11 2023,8:00p,Chicago Bulls,,Houston Rockets,,,,,Toyota Center,
Sat Mar 11 2023,8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,FedEx Forum,
Sat Mar 11 2023,8:30p,Milwaukee Bucks,,Golden State Warriors,,,,,Chase Center,
Sat Mar 11 2023,8:30p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,Smoothie King Center,
Sat Mar 11 2023,10:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,
Sun Mar 12 2023,3:30p,Brooklyn Nets,,Denver Nuggets,,,,,Ball Arena,
Sun Mar 12 2023,5:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,Spectrum Center,
Sun Mar 12 2023,6:00p,Washington Wizards,,Philadelphia 76ers,,,,,Wells Fargo Center,
Sun Mar 12 2023,7:00p,Portland Trail Blazers,,New Orleans Pelicans,,,,,Smoothie King Center,
Sun Mar 12 2023,7:00p,Oklahoma City Thunder,,San Antonio Spurs,,,,,AT&T Center,
Sun Mar 12 2023,9:00p,New York Knicks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Mon Mar 13 2023,7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Mar 13 2023,7:30p,Minnesota Timberwolves,,Atlanta Hawks,,,,,State Farm Arena,
Mon Mar 13 2023,7:30p,Memphis Grizzlies,,Dallas Mavericks,,,,,American Airlines Center,
Mon Mar 13 2023,7:30p,Utah Jazz,,Miami Heat,,,,,FTX Arena,
Mon Mar 13 2023,8:00p,Boston Celtics,,Houston Rockets,,,,,Toyota Center,
Mon Mar 13 2023,10:00p,Phoenix Suns,,Golden State Warriors,,,,,Chase Center,
Mon Mar 13 2023,10:00p,Milwaukee Bucks,,Sacramento Kings,,,,,Golden 1 Center,
Tue Mar 14 2023,7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,Spectrum Center,
Tue Mar 14 2023,7:00p,Detroit Pistons,,Washington Wizards,,,,,Capital One Arena,
Tue Mar 14 2023,7:30p,Denver Nuggets,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Mar 14 2023,8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Mar 14 2023,8:00p,Brooklyn Nets,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Mar 14 2023,8:00p,Orlando Magic,,San Antonio Spurs,,,,,AT&T Center,
Tue Mar 14 2023,10:00p,Milwaukee Bucks,,Phoenix Suns,,,,,Footprint Center,
Tue Mar 14 2023,10:00p,New York Knicks,,Portland Trail Blazers,,,,,Moda Center,
Wed Mar 15 2023,7:30p,Philadelphia 76ers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Wed Mar 15 2023,7:30p,Memphis Grizzlies,,Miami Heat,,,,,FTX Arena,
Wed Mar 15 2023,8:00p,Sacramento Kings,,Chicago Bulls,,,,,United Center,
Wed Mar 15 2023,8:00p,Los Angeles Lakers,,Houston Rockets,,,,,Toyota Center,
Wed Mar 15 2023,8:00p,Boston Celtics,,Minnesota Timberwolves,,,,,Target Center,
Wed Mar 15 2023,8:30p,Dallas Mavericks,,San Antonio Spurs,,,,,AT&T Center,
Wed Mar 15 2023,10:00p,Golden State Warriors,,Los Angeles Clippers,,,,,Crypto.com Arena,
Thu Mar 16 2023,7:00p,Denver Nuggets,,Detroit Pistons,,,,,Little Caesars Arena,
Thu Mar 16 2023,7:30p,Sacramento Kings,,Brooklyn Nets,,,,,Barclays Center,
Thu Mar 16 2023,7:30p,Oklahoma City Thunder,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Mar 16 2023,8:00p,Indiana Pacers,,Milwaukee Bucks,,,,,Fiserv Forum,
Thu Mar 16 2023,10:00p,Orlando Magic,,Phoenix Suns,,,,,Footprint Center,
Fri Mar 17 2023,7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,Spectrum Center,
Fri Mar 17 2023,7:30p,Golden State Warriors,,Atlanta Hawks,,,,,State Farm Arena,
Fri Mar 17 2023,7:30p,Washington Wizards,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Fri Mar 17 2023,8:00p,Minnesota Timberwolves,,Chicago Bulls,,,,,United Center,
Fri Mar 17 2023,8:00p,New Orleans Pelicans,,Houston Rockets,,,,,Toyota Center,
Fri Mar 17 2023,8:00p,Memphis Grizzlies,,San Antonio Spurs,,,,,AT&T Center,
Fri Mar 17 2023,10:00p,Boston Celtics,,Portland Trail Blazers,,,,,Moda Center,
Fri Mar 17 2023,10:30p,Dallas Mavericks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Mar 18 2023,1:00p,Denver Nuggets,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Mar 18 2023,3:00p,Orlando Magic,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sat Mar 18 2023,7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sat Mar 18 2023,7:00p,Minnesota Timberwolves,,Toronto Raptors,,,,,Scotiabank Arena,
Sat Mar 18 2023,8:00p,Miami Heat,,Chicago Bulls,,,,,United Center,
Sat Mar 18 2023,8:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,
Sat Mar 18 2023,8:00p,Sacramento Kings,,Washington Wizards,,,,,Capital One Arena,
Sat Mar 18 2023,9:00p,Boston Celtics,,Utah Jazz,,,,,Vivint Arena,
Sun Mar 19 2023,3:30p,Denver Nuggets,,Brooklyn Nets,,,,,Barclays Center,
Sun Mar 19 2023,3:30p,Phoenix Suns,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Mar 19 2023,4:00p,Atlanta Hawks,,San Antonio Spurs,,,,,AT&T Center,
Sun Mar 19 2023,6:00p,Miami Heat,,Detroit Pistons,,,,,Little Caesars Arena,
Sun Mar 19 2023,7:00p,New Orleans Pelicans,,Houston Rockets,,,,,Toyota Center,
Sun Mar 19 2023,8:00p,Toronto Raptors,,Milwaukee Bucks,,,,,Fiserv Forum,
Sun Mar 19 2023,9:00p,Los Angeles Clippers,,Portland Trail Blazers,,,,,Moda Center,
Sun Mar 19 2023,9:30p,Orlando Magic,,Los Angeles Lakers,,,,,Crypto.com Arena,
Mon Mar 20 2023,7:00p,Indiana Pacers,,Charlotte Hornets,,,,,Spectrum Center,
Mon Mar 20 2023,7:00p,Chicago Bulls,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Mar 20 2023,7:30p,Minnesota Timberwolves,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Mar 20 2023,8:00p,Golden State Warriors,,Houston Rockets,,,,,Toyota Center,
Mon Mar 20 2023,8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,FedEx Forum,
Mon Mar 20 2023,9:00p,Sacramento Kings,,Utah Jazz,,,,,Vivint Arena,
Tue Mar 21 2023,7:00p,Washington Wizards,,Orlando Magic,,,,,Amway Center,
Tue Mar 21 2023,7:30p,Detroit Pistons,,Atlanta Hawks,,,,,State Farm Arena,
Tue Mar 21 2023,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,,,Barclays Center,
Tue Mar 21 2023,8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Mar 21 2023,10:00p,Boston Celtics,,Sacramento Kings,,,,,Golden 1 Center,
Tue Mar 21 2023,10:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Mar 22 2023,7:00p,Denver Nuggets,,Washington Wizards,,,,,Capital One Arena,
Wed Mar 22 2023,7:30p,Golden State Warriors,,Dallas Mavericks,,,,,American Airlines Center,
Wed Mar 22 2023,7:30p,New York Knicks,,Miami Heat,,,,,FTX Arena,
Wed Mar 22 2023,7:30p,Indiana Pacers,,Toronto Raptors,,,,,Scotiabank Arena,
Wed Mar 22 2023,8:00p,Philadelphia 76ers,,Chicago Bulls,,,,,United Center,
Wed Mar 22 2023,8:00p,Houston Rockets,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Mar 22 2023,8:00p,San Antonio Spurs,,Milwaukee Bucks,,,,,Fiserv Forum,
Wed Mar 22 2023,8:00p,Atlanta Hawks,,Minnesota Timberwolves,,,,,Target Center,
Wed Mar 22 2023,9:00p,Portland Trail Blazers,,Utah Jazz,,,,,Vivint Arena,
Wed Mar 22 2023,10:00p,Phoenix Suns,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Mar 23 2023,7:00p,New York Knicks,,Orlando Magic,,,,,Amway Center,
Thu Mar 23 2023,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,,,Barclays Center,
Thu Mar 23 2023,8:00p,Charlotte Hornets,,New Orleans Pelicans,,,,,Smoothie King Center,
Thu Mar 23 2023,10:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,Crypto.com Arena,
Fri Mar 24 2023,7:00p,Indiana Pacers,,Boston Celtics,,,,,TD Garden,
Fri Mar 24 2023,7:00p,San Antonio Spurs,,Washington Wizards,,,,,Capital One Arena,
Fri Mar 24 2023,7:30p,Detroit Pistons,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Mar 24 2023,8:00p,Houston Rockets,,Memphis Grizzlies,,,,,FedEx Forum,
